Shmem,32,0.101722,0.100495,0.108677
Shmem,64,0.100376,0.099368,0.108411
Shmem,128,0.099779,0.098653,0.108363
Shmem,256,0.099608,0.098633,0.107255
Shmem,512,0.099778,0.098579,0.107929
Shmem,1024,0.098875,0.097173,0.108856
Naive,32,0.111811,0.101109,0.182553
Naive,64,0.109537,0.098830,0.186717
Naive,128,0.108972,0.098013,0.184361
Naive,256,0.103129,0.097474,0.132222
Naive,512,0.104253,0.098661,0.138957
Naive,1024,0.106678,0.097575,0.168071
Transpose,32,0.099384,0.098037,0.107387
Transpose,64,0.097724,0.096231,0.107257
Transpose,128,0.097622,0.096287,0.106755
Transpose,256,0.097857,0.096178,0.109031
Transpose,512,0.097185,0.095581,0.106714
Transpose,1024,0.099157,0.098175,0.105845
Shmem,32,0.099361,0.098175,0.105372
Shmem,64,0.097923,0.096684,0.104680
Shmem,128,0.097987,0.096801,0.104799
Shmem,256,0.098003,0.096722,0.105261
Shmem,512,0.098052,0.096701,0.105481
Shmem,1024,0.098330,0.096972,0.106402
Naive,32,0.118055,0.108884,0.189375
Naive,64,0.110009,0.101509,0.182692
Naive,128,0.110241,0.100290,0.190529
Naive,256,0.110643,0.100738,0.191206
Naive,512,0.107822,0.100314,0.167590
Naive,1024,0.110340,0.101163,0.188581
Naive,32,0.112427,0.101175,0.190553
Naive,64,0.110074,0.099715,0.186365
Naive,128,0.110235,0.099038,0.188211
Naive,256,0.109057,0.098107,0.187848
Naive,512,0.105135,0.097024,0.158570
Naive,1024,0.106638,0.097526,0.171431
Naive,32,0.110981,0.098442,0.188373
Naive,64,0.107000,0.097162,0.174619
Naive,128,0.104462,0.098091,0.139140
Naive,256,0.108349,0.097276,0.185508
Naive,512,0.108911,0.098181,0.187695
Naive,1024,0.109173,0.098266,0.187426
Transpose,32,0.099573,0.098179,0.107165
Transpose,64,0.096550,0.094837,0.106812
Transpose,128,0.097013,0.095633,0.105686
Transpose,256,0.096139,0.095062,0.104794
Transpose,512,0.096468,0.095090,0.105309
Transpose,1024,0.098357,0.097417,0.104584
Shmem,32,0.098870,0.097812,0.104554
Shmem,64,0.096924,0.095666,0.104280
Shmem,128,0.097117,0.095891,0.104219
Shmem,256,0.096936,0.095745,0.103722
Shmem,512,0.097237,0.095949,0.104590
Shmem,1024,0.097252,0.095959,0.104805
Shmem,32,0.101678,0.100479,0.108072
Shmem,64,0.100758,0.099280,0.108719
Shmem,128,0.100551,0.099175,0.108078
Shmem,256,0.100264,0.098702,0.108858
Shmem,512,0.098325,0.096438,0.108052
Shmem,1024,0.097660,0.096204,0.106092
Shmem,32,0.100465,0.098096,0.108772
Shmem,64,0.097665,0.096353,0.104862
Shmem,128,0.097550,0.096152,0.104288
Shmem,256,0.097598,0.096264,0.104942
Shmem,512,0.097673,0.096210,0.105154
